Tweets,Length,Date,Source,Favourites,RTs
Nous aidons les transformateurs à acheter de l’équipement de protection individuelle et à adapter leurs protocoles sanitaires. Et les usines de transformation de poissons pourront s’acheter du nouvel équipement comme des congélateurs afin de s’adapter au marché en transformation.,280,2020-04-25 17:19:47,Twitter for iPhone,171,16
"Partout au pays, les transformateurs de poissons et fruits de mer travaillent sans relâche pour nous nourrir. Aujourd’hui, nous annonçons un investissement de 62,5 millions de dollars pour les aider à poursuivre leur travail important, en toute sécurité. ⤵️",257,2020-04-25 17:19:47,Twitter for iPhone,426,57
"I’m giving my daily update on how we’re supporting Canadians across the country as they deal with the impacts of COVID-19. Today, we’re announcing our plan to help our fish and seafood sector - tune in here for more information: https://t.co/DmRg9xypjL",252,2020-04-25 15:16:48,Twitter for iPhone,1285,206
"Je fais ma mise à jour quotidienne sur le soutien que nous donnons aux Canadiens de partout au pays pour faire face à la pandémie de la COVID-19. Aujourd’hui, on annonce notre plan pour aider le secteur des poissons et fruits de mer. Regardez ici : https://t.co/Y0EsuXbNAG",272,2020-04-25 15:16:41,Twitter for iPhone,233,43
"This afternoon, @cafreeland and I spoke with premiers about our work to support people across Canada and keep them safe from COVID-19. We also looked at the road ahead and talked about the steps we’ll need to take before we can reopen parts of the economy.",256,2020-04-25 00:30:20,Twitter for iPhone,2237,276
"Cet après-midi, @cafreeland et moi avons discuté avec les PM des provinces et territoires de notre travail pour soutenir les Canadiens et les protéger de la COVID-19. On a aussi parlé des mesures à prendre face à une éventuelle réouverture de certains secteurs de notre économie.",279,2020-04-25 00:30:07,Twitter for iPhone,353,59
"RT @Bill_Morneau: As Canadian businesses take action in the fight against COVID-19, we know that many are worried about paying rent. The ne…",140,2020-04-25 00:20:30,Twitter for iPhone,0,107
RT @Bill_Morneau: Nous savons que beaucoup d’entreprises canadiennes s'inquiètent de payer leur loyer. La nouvelle aide d'urgence du Canada…,140,2020-04-25 00:20:26,Twitter for iPhone,0,31
"If you’re paying less than $50,000 per month on rent and your business has been affected, you’ll be eligible. Non-profits and charities that are struggling will be eligible too. For more on the Canada Emergency Commercial Rent Assistance, click here: https://t.co/bRXCcwllFn",274,2020-04-25 00:00:46,Twitter for iPhone,1135,270
"We’ve reached agreements with all provinces and territories to lower rent for small businesses by 75% for the months of April, May, and June. If your small business has been hit hard by COVID-19, the government will cover 50% of your rent and your property owner will cover 25%.",278,2020-04-25 00:00:44,Twitter for iPhone,11172,2275
Les entreprises touchées dont le loyer est inférieur à 50 000 $ par mois sont admissibles. Les organismes de bienfaisance et sans but lucratif touchés sont aussi admissibles. Pour en savoir plus sur l’Aide d’urgence du Canada pour le loyer commercial : https://t.co/x6WYTQMHJX,276,2020-04-25 00:00:36,Twitter for iPhone,116,25
"On a conclu des ententes avec les provinces et les territoires pour réduire de 75% le loyer des petites entreprises en avril, mai et juin. Si votre entreprise a été touchée par la COVID-19, le gouvernement couvrira 50% de votre loyer et votre propriétaire en couvrira 25%.",272,2020-04-25 00:00:35,Twitter for iPhone,372,54
"RT @ACOACanada: At the end of a very challenging week, we want to thank all of the first responders that care for us and help ensure our sa…",140,2020-04-24 23:45:04,Twitter for iPhone,0,121
"RT @APECACanada: À la fin d’une semaine très difficile, nous remercions tous les premiers intervenants qui prennent soin de nous et veillen…",140,2020-04-24 23:44:57,Twitter for iPhone,0,30
"Tonight, an entire country will come together virtually to honour those who were taken from us far too soon. We will remember - and we will mourn – together. For info on where to watch and how you can help, click here: https://t.co/1CBJ5DM0rX #NovaScotiaRemembers https://t.co/pTMpXrJTeL",287,2020-04-24 21:50:57,Twitter for iPhone,3018,698
"Ce soir, notre pays se réunira en ligne pour rendre hommage à ceux qui nous ont quittés trop tôt. Ensemble, on pleurera les victimes et on se souviendra d’elles. Pour regarder la vidéo ou offrir de l’aide, cliquez ici : https://t.co/1CBJ5DM0rX #NovaScotiaRemembers https://t.co/AjpibyPzKB",288,2020-04-24 21:50:36,Twitter for iPhone,375,74
RT @CanadianPM: Small businesses are the backbone of our communities and our economy. That is why the Government of Canada announced more h…,140,2020-04-24 21:39:03,Twitter for iPhone,0,155
RT @PMcanadien: Les petites entreprises sont cruciales pour nos communautés et notre économie. C’est pourquoi le gouvernement du Canada a a…,140,2020-04-24 21:38:59,Twitter for iPhone,0,42
RT @CommrRCMPGRC: Join us for a moment of reflection at 2pm AST (1pm EST) to honour of all victims of the #NovaScotia tragedy. We mourn tog…,140,2020-04-24 16:54:55,Twitter for iPhone,0,423
RT @CommrRCMPGRC: Joignez-vous à nous pour un moment de réflexion à 14 h heure de l'Atlantique (13 h heure de l'Est) en mémoire des victime…,140,2020-04-24 16:54:53,Twitter for iPhone,0,55
"We’ve introduced significant measures to support small business owners through this difficult time, and today I’m announcing more details about the Canada Emergency Commercial Rent Assistance. Watch my announcement live for the details: https://t.co/R15GoWR6p3",260,2020-04-24 15:18:12,Twitter for iPhone,933,192
"Nous prenons des mesures importantes pour aider les propriétaires de petite entreprise pendant cette période difficile. Aujourd’hui, j‘annonce plus de détails sur l‘Aide d‘urgence du Canada pour le loyer commercial. Regardez en direct : https://t.co/ATOPxwnjy7",260,2020-04-24 15:18:05,Twitter for iPhone,212,47
"We must never forget the victims of the Armenian genocide. On this solemn day, we reaffirm our commitment to build a world where everyone can feel safe from discrimination and persecution - no matter who they are, where they’re from, or what they believe. https://t.co/xPqp7LdwY4",279,2020-04-24 13:14:58,Twitter for iPhone,2174,579
"On ne doit jamais oublier les victimes du génocide arménien. En ce jour solennel, on réaffirme notre engagement à bâtir un monde où personne n’est victime de discrimination ou de persécution à cause de son identité, de ses origines ou de ses croyances. https://t.co/wPPcO9UPkf",276,2020-04-24 13:14:38,Twitter for iPhone,428,120
"RT @CanadianPM: By supporting #COVID19 research, the critical work being done by our country’s scientists, and vaccination efforts, we will…",140,2020-04-24 00:56:19,Twitter for iPhone,0,269
"RT @PMcanadien: En appuyant la recherche sur la #COVID19, les travaux essentiels des scientifiques de notre pays et les efforts de vaccinat…",140,2020-04-24 00:56:14,Twitter for iPhone,0,51
"Wishing a blessed Ramadan to Muslims observing the month at home this year. By coming together virtually, we’ll be able to stay connected and still honour the values at the heart of Islam - compassion, peace, and service to others. Ramadan Mubarak! https://t.co/sJg0aRUP0a https://t.co/Bl2ESHvICH",296,2020-04-23 22:33:34,Twitter Media Studio,22577,6544
"Mes meilleurs vœux aux musulmans qui soulignent le Ramadan de la maison cette année. En nous réunissant virtuellement, nous pourrons honorer les valeurs qui sont au cœur de l’islam : la compassion, la paix et rendre service aux autres. Ramadan Mubarak! https://t.co/P1II5BTMQA https://t.co/OYlGsJLYwz",300,2020-04-23 22:33:01,Twitter Media Studio,3001,915
"RT @BernJordanMP: To my fellow Nova Scotians a note from me to you, I want to make sure you know we are all in this together. During this t…",140,2020-04-23 22:22:41,Twitter for iPhone,0,53
RT @BernJordanMP: J'adresse à mes concitoyens de la Nouvelle-Écosse pour que vous sachiez que nous sommes tous dans le même bateau. En cett…,140,2020-04-23 22:22:39,Twitter for iPhone,0,17
"President @RTErdogan and I spoke today about the importance of international cooperation to respond to the COVID-19 pandemic, develop vaccines and treatments, and keep people safe. For more on our call, click here: https://t.co/BuuySYnd9w",238,2020-04-23 21:33:13,Twitter for iPhone,531,92
"Aujourd’hui, le président @RTErdogan et moi avons parlé de l’importance de la coopération internationale, de l’élaboration d’un vaccin et de traitements, et de la protection de nos populations. Pour plus de détails : https://t.co/oygnzDNqsR",240,2020-04-23 21:33:05,Twitter for iPhone,183,27
RT @NavdeepSBains: We are all anxious for a solution on COVID-19 that will keep our loved ones safe and allow life to go back to normal. We…,140,2020-04-23 21:22:41,Twitter for iPhone,0,98
RT @NavdeepSBains: Nous souhaitons tous une solution sur COVID-19 qui assurera la sécurité de nos proches et permettra à la vie de revenir…,139,2020-04-23 21:22:37,Twitter for iPhone,0,13
RT @cathmckenna: Our government is announcing more than $1 billion in support of a national medical research strategy to fight #COVID19 inc…,140,2020-04-23 20:49:06,Twitter for iPhone,0,86
RT @cathmckenna: Notre gouvernement a announcé plus d'un milliard de dollars pour soutenir une stratégie nationale de recherche médicale vi…,140,2020-04-23 20:49:03,Twitter for iPhone,0,26
"Canada’s health experts and researchers are some of the brightest in the world, and they’re working around the clock to keep you safe and healthy. We’ll keep doing everything we can to support their work. For more on what we announced today, click here: https://t.co/WFAdEJSnF1",277,2020-04-23 19:04:13,Twitter for iPhone,562,86
"Under this plan, we’re investing in research that hospitals and universities across the country are doing to develop vaccines and treatments. We’re also investing in clinical trials so that, when we have potential vaccines and treatments, we can test a wide range of options.",275,2020-04-23 19:04:13,Twitter for iPhone,661,80
"These are tough times but there’s reason to hope. However, we need to make sure we have long-term solutions too. That’s why we’re putting in place a $1.1 billion national medical and research strategy to address COVID-19.",221,2020-04-23 19:04:12,Twitter for iPhone,2717,401
"Les spécialistes et chercheurs canadiens de la santé sont parmi les plus brillants dans le monde, et ils travaillent sans relâche pour votre santé et votre sécurité. On va continuer de soutenir leurs travaux. Plus de détails sur notre annonce du jour : https://t.co/oVb90i7ZSh",276,2020-04-23 19:03:52,Twitter for iPhone,112,17
"Ce plan prévoit des fonds pour les travaux de recherche des hôpitaux et des universités du pays sur les vaccins et traitements. On investit aussi dans des essais cliniques. Comme ça, quand on aura des vaccins et traitements potentiels, on pourra tester diverses options.",270,2020-04-23 19:03:51,Twitter for iPhone,144,15
"Les temps sont durs, mais on a raison d’être optimistes. Par contre, on doit aussi avoir des solutions à long terme. C’est pourquoi on adopte une stratégie nationale médicale de recherche de 1,1G$ sur la COVID-19.",213,2020-04-23 19:03:50,Twitter for iPhone,348,57
"This task force will be led by Dr. David Naylor, Dr. Catherine Hankins, and Dr. Tim Evans, as well as Dr. Tam and Dr. Nemer. And yesterday, we spoke about how this important research will prepare Canada for the road ahead. https://t.co/Q52DUJvQHo",246,2020-04-23 18:01:13,Twitter for iPhone,757,114
"We’re bringing together top health experts and scientists from across the country to create the COVID-19 Immunity Task Force. To track and understand immunity to the virus, they’ll work on blood testing - at least a million Canadians will be tested over the next two years.",273,2020-04-23 18:01:10,Twitter for iPhone,2522,391
